sortNumber;code;officialTitle;mediumTitle;shortTitle
2612;SK0423598194;Kosice - mestska cast Lorincik;Kosice-Lorincik;Kosice-Lorincik
2613;SK0423598208;Kosice - mestska cast Peres;Kosice-Peres;Kosice-Peres
2614;SK0423598216;Kosice - mestska cast Myslava;Kosice-Myslava;Kosice-Myslava
2615;SK0423598224;Kosice - mestska cast Zapad;Kosice-Zapad;Kosice-Zapad
2616;SK0423599841;Kosice - mestska cast Saca;Kosice-Saca;Kosice-Saca
2617;SK0423599859;Kosice - mestska cast Polov;Kosice-Polov;Kosice-Polov
2618;SK0423599883;Kosice - mestska cast Sidlisko KVP;Kosice-Sidlisko KVP;Kosice-Sidlisko KVP
2619;SK0423599972;Kosice - mestska cast Lunik IX;Kosice-Lunik IX;Kosice-Lunik IX
2620;SK0424598682;Kosice - mestska cast Dargovskych hrdinov;Kosice-Dargovskych hrdinov;Kosice-Dargov.hrdinov
2621;SK0424599018;Kosice - mestska cast Kosicka Nova Ves;Kosice-Kosicka Nova Ves;Kosice-Kosic.Nova Ves
2622;SK0425599093;Kosice - mestska cast Barca;Kosice-Barca;Kosice-Barca
2623;SK0425599786;Kosice - mestska cast Sebastovce;Kosice-Sebastovce;Kosice-Sebastovce
2624;SK0425599794;Kosice - mestska cast Krasna;Kosice-Krasna;Kosice-Krasna
2625;SK0425599816;Kosice - mestska cast Nad jazerom;Kosice-Nad jazerom;Kosice-Nad jazerom
2626;SK0425599824;Kosice - mestska cast Juh;Kosice-Juh;Kosice-Juh
2627;SK0425599913;Kosice - mestska cast Vysne Opatske;Kosice-Vysne Opatske;Kosice-Vysne Opatske
2628;SK0426518107;Hostovce;Hostovce;Hostovce
2629;SK0426518115;Slancik;Slancik;Slancik
2630;SK0426518123;Haj;Haj;Haj
2631;SK0426518140;Nizna Hutka;Nizna Hutka;Nizna Hutka
2632;SK0426521141;Backovik;Backovik;Backovik
2633;SK0426521159;Baska;Baska;Baska
2634;SK0426521167;Belza;Belza;Belza
2635;SK0426521175;Beniakovce;Beniakovce;Beniakovce
2636;SK0426521183;Bidovce;Bidovce;Bidovce
2637;SK0426521191;Blazice;Blazice;Blazice
2638;SK0426521205;Bohdanovce;Bohdanovce;Bohdanovce
2639;SK0426521213;Boliarov;Boliarov;Boliarov
2640;SK0426521221;Budimir;Budimir;Budimir
2641;SK0426521248;Bukovec;Bukovec;Bukovec
2642;SK0426521256;Bunetice;Bunetice;Bunetice
2643;SK0426521264;Buzica;Buzica;Buzica
2644;SK0426521272;Cestice;Cestice;Cestice
2645;SK0426521281;Cakanovce;Cakanovce;Cakanovce
2646;SK0426521299;Cana;Cana;Cana
2647;SK0426521302;Cecejovce;Cecejovce;Cecejovce
2648;SK0426521311;Cizatice;Cizatice;Cizatice
2649;SK0426521329;Debrad;Debrad;Debrad
2650;SK0426521337;Drienovec;Drienovec;Drienovec
2651;SK0426521345;Druzstevna pri Hornade;Druzstevna pri Hornade;Druzstevna pri Hornade
2652;SK0426521353;Durdosik;Durdosik;Durdosik
2653;SK0426521361;Durkov;Durkov;Durkov
2654;SK0426521370;Geca;Geca;Geca
2655;SK0426521388;Gynov;Gynov;Gynov
2656;SK0426521396;Hacava;Hacava;Hacava
2657;SK0426521400;Haniska;Haniska;Haniska
2658;SK0426521418;Herlany;Herlany;Herlany
2659;SK0426521426;Hodkovce;Hodkovce;Hodkovce
2660;SK0426521442;Hrasovik;Hrasovik;Hrasovik
2661;SK0426521469;Hylov;Hylov;Hylov
2662;SK0426521477;Chrastne;Chrastne;Chrastne
2663;SK0426521485;Janik;Janik;Janik
2664;SK0426521493;Jasov;Jasov;Jasov
2665;SK0426521507;Kalsa;Kalsa;Kalsa
2666;SK0426521523;Kecerovce;Kecerovce;Kecerovce
2667;SK0426521540;Kecerovsky Lipovec;Kecerovsky Lipovec;Kecerovsky Lipovec
2668;SK0426521558;Koksov-Baksa;Koksov-Baksa;Koksov-Baksa
2669;SK0426521566;Komarovce;Komarovce;Komarovce
2670;SK0426521574;Kosicka Bela;Kosicka Bela;Kosicka Bela
2671;SK0426521582;Kosicka Polianka;Kosicka Polianka;Kosicka Polianka
2672;SK0426521591;Kosicke Olsany;Kosicke Olsany;Kosicke Olsany
2673;SK0426521604;Kosicky Klecenov;Kosicky Klecenov;Kosicky Klecenov
2674;SK0426521612;Kralovce;Kralovce;Kralovce
2675;SK0426521639;Kysak;Kysak;Kysak
2676;SK0426521655;Mala Ida;Mala Ida;Mala Ida
2677;SK0426521663;Mala Lodina;Mala Lodina;Mala Lodina
2678;SK0426521671;Medzev;Medzev;Medzev
2679;SK0426521680;Mokrance;Mokrance;Mokrance
2680;SK0426521698;Moldava nad Bodvou;Moldava nad Bodvou;Moldava nad Bodvou
2681;SK0426521701;Mudrovce;Mudrovce;Mudrovce
2682;SK0426521728;Nizna Kamenica;Nizna Kamenica;Nizna Kamenica
2683;SK0426521736;Nizna Mysla;Nizna Mysla;Nizna Mysla
2684;SK0426521744;Nizny Caj;Nizny Caj;Nizny Caj
2685;SK0426521752;Nizny Klatov;Nizny Klatov;Nizny Klatov
2686;SK0426521761;Nizny Lanec;Nizny Lanec;Nizny Lanec
2687;SK0426521779;Turnianska Nova Ves;Turnianska Nova Ves;Turnianska Nova Ves
2688;SK0426521787;Novacany;Novacany;Novacany
2689;SK0426521795;Nova Polhora;Nova Polhora;Nova Polhora
2690;SK0426521809;Novy Salas;Novy Salas;Novy Salas
2691;SK0426521817;Obisovce;Obisovce;Obisovce
2692;SK0426521825;Olsovany;Olsovany;Olsovany
2693;SK0426521833;Opatka;Opatka;Opatka
2694;SK0426521841;Opina;Opina;Opina
2695;SK0426521850;Panovce;Panovce;Panovce
2696;SK0426521868;Peder;Peder;Peder
2697;SK0426521876;Perin-Chym;Perin-Chym;Perin-Chym
2698;SK0426521884;Ploske;Ploske;Ploske
2699;SK0426521892;Poproc;Poproc;Poproc
2700;SK0426521906;Rakos;Rakos;Rakos
2701;SK0426521914;Rankovce;Rankovce;Rankovce
2702;SK0426521922;Resica;Resica;Resica
2703;SK0426521931;Rozhanovce;Rozhanovce;Rozhanovce
2704;SK0426521949;Rudnik;Rudnik;Rudnik
2705;SK0426521957;Ruskov;Ruskov;Ruskov
2706;SK0426521965;Sady nad Torysou;Sady nad Torysou;Sady nad Torysou
2707;SK0426521973;Sena;Sena;Sena
2708;SK0426521981;Skaros;Skaros;Skaros
2709;SK0426522007;Slanec;Slanec;Slanec
2710;SK0426522015;Slanska Huta;Slanska Huta;Slanska Huta
2711;SK0426522023;Slanske Nove Mesto;Slanske Nove Mesto;Slanske Nove Mesto
2712;SK0426522031;Sokol;Sokol;Sokol
2713;SK0426522040;Svinica;Svinica;Svinica
2714;SK0426522066;Semsa;Semsa;Semsa
2715;SK0426522074;Stos;Stos;Stos
2716;SK0426522082;Trebejov;Trebejov;Trebejov
2717;SK0426522091;Trstany;Trstany;Trstany
2718;SK0426522104;Trstene pri Hornade;Trstene pri Hornade;Trstene pri Hornade
2719;SK0426522121;Vajkovce;Vajkovce;Vajkovce
2720;SK0426522139;Valaliky;Valaliky;Valaliky
2721;SK0426522147;Velka Ida;Velka Ida;Velka Ida
2722;SK0426522155;Velka Lodina;Velka Lodina;Velka Lodina
2723;SK0426522163;Vtackovce;Vtackovce;Vtackovce
2724;SK0426522171;Vysna Hutka;Vysna Hutka;Vysna Hutka
2725;SK0426522180;Vysna Kamenica;Vysna Kamenica;Vysna Kamenica
2726;SK0426522198;Vysna Mysla;Vysna Mysla;Vysna Mysla
2727;SK0426522201;Vysny Caj;Vysny Caj;Vysny Caj
2728;SK0426522210;Vysny Klatov;Vysny Klatov;Vysny Klatov
2729;SK0426522244;Zlata Idka;Zlata Idka;Zlata Idka
2730;SK0426522252;Zarnov;Zarnov;Zarnov
2731;SK0426522261;Zdana;Zdana;Zdana
2732;SK0426559687;Kechnec;Kechnec;Kechnec
2733;SK0426559784;Turna nad Bodvou;Turna nad Bodvou;Turna nad Bodvou
2734;SK0426559831;Bociar;Bociar;Bociar
2735;SK0426559865;Sokolany;Sokolany;Sokolany
2736;SK0426559873;Dvorniky-Vcelare;Dvorniky-Vcelare;Dvorniky-Vcelare
2737;SK0426559881;Zadiel;Zadiel;Zadiel
2738;SK0426580252;Milhost;Milhost;Milhost
2739;SK0426582093;Vysny Medzev;Vysny Medzev;Vysny Medzev
2740;SK0426582514;Kostolany nad Hornadom;Kostolany nad Hornadom;Kostolany nad Hornadom
2741;SK0426599310;Chorvaty;Chorvaty;Chorvaty
2742;SK0427513857;Budince;Budince;Budince
2743;SK0427522279;Michalovce;Michalovce;Michalovce
2744;SK0427522287;Bajany;Bajany;Bajany
2745;SK0427522295;Banovce nad Ondavou;Banovce nad Ondavou;Banovce nad Ondavou
2746;SK0427522368;Bracovce;Bracovce;Bracovce
2747;SK0427522376;Budkovce;Budkovce;Budkovce
2748;SK0427522392;Cecehov;Cecehov;Cecehov
2749;SK0427522406;Dubravka;Dubravka;Dubravka
2750;SK0427522414;Falkusovce;Falkusovce;Falkusovce
2751;SK0427522431;Hatalov;Hatalov;Hatalov
2752;SK0427522449;Hazin;Hazin;Hazin
2753;SK0427522465;Hnojne;Hnojne;Hnojne
2754;SK0427522481;Horovce;Horovce;Horovce
2755;SK0427522511;Inacovce;Inacovce;Inacovce
2756;SK0427522546;Jastrabie pri Michalovciach;Jastrabie pri Michalovciach;Jastrabie pri Michalov.
2757;SK0427522562;Jovsa;Jovsa;Jovsa
2758;SK0427522571;Kacanov;Kacanov;Kacanov
2759;SK0427522589;Kaluza;Kaluza;Kaluza
2760;SK0427522597;Klokocov;Klokocov;Klokocov
2761;SK0427522635;Zemplinske Kopcany;Zemplinske Kopcany;Zemplinske Kopcany
2762;SK0427522651;Krasnovce;Krasnovce;Krasnovce
2763;SK0427522686;Kusin;Kusin;Kusin
2764;SK0427522694;Lastomir;Lastomir;Lastomir
2765;SK0427522708;Laskovce;Laskovce;Laskovce
2766;SK0427522724;Lesne;Lesne;Lesne
2767;SK0427522732;Lozin;Lozin;Lozin
2768;SK0427522741;Lucky;Lucky;Lucky
2769;SK0427522759;Malcice;Malcice;Malcice
2770;SK0427522767;Male Raskovce;Male Raskovce;Male Raskovce
2771;SK0427522783;Markovce;Markovce;Markovce
2772;SK0427522791;Moravany;Moravany;Moravany
2773;SK0427522805;Nacina Ves;Nacina Ves;Nacina Ves
2774;SK0427522848;Oreske;Oreske;Oreske
2775;SK0427522864;Palin;Palin;Palin
2776;SK0427522872;Pavlovce nad Uhom;Pavlovce nad Uhom;Pavlovce nad Uhom
2777;SK0427522881;Petrikovce;Petrikovce;Petrikovce
2778;SK0427522902;Petrovce nad Laborcom;Petrovce nad Laborcom;Petrovce nad Laborcom
2779;SK0427522945;Poruba pod Vihorlatom;Poruba pod Vihorlatom;Poruba pod Vihorlatom
2780;SK0427522961;Pozdisovce;Pozdisovce;Pozdisovce
2781;SK0427522988;Puste Cemerne;Puste Cemerne;Puste Cemerne
2782;SK0427522996;Rakovec nad Ondavou;Rakovec nad Ondavou;Rakovec nad Ondavou
2783;SK0427523054;Senne;Senne;Senne
2784;SK0427523062;Slavkovce;Slavkovce;Slavkovce
2785;SK0427523071;Sliepkovce;Sliepkovce;Sliepkovce
2786;SK0427523097;Stare;Stare;Stare
2787;SK0427523101;Strazske;Strazske;Strazske
2788;SK0427523119;Stretava;Stretava;Stretava
2789;SK0427523127;Stretavka;Stretavka;Stretavka
2790;SK0427523135;Suche;Suche;Suche
2791;SK0427523151;Samudovce;Samudovce;Samudovce
2792;SK0427523186;Trhoviste;Trhoviste;Trhoviste
2793;SK0427523194;Trnava pri Laborci;Trnava pri Laborci;Trnava pri Laborci
2794;SK0427523208;Tusice;Tusice;Tusice
2795;SK0427523216;Tusicka Nova Ves;Tusicka Nova Ves;Tusicka Nova Ves
2796;SK0427523241;Zaluzice;Zaluzice;Zaluzice
2797;SK0427523259;Vinne;Vinne;Vinne
2798;SK0427523275;Vola;Vola;Vola
2799;SK0427523283;Vrbnica;Vrbnica;Vrbnica
2800;SK0427523291;Vysoka nad Uhom;Vysoka nad Uhom;Vysoka nad Uhom
2801;SK0427523348;Zavadka;Zavadka;Zavadka
2802;SK0427523356;Zbudza;Zbudza;Zbudza
2803;SK0427523364;Zemplinska Siroka;Zemplinska Siroka;Zemplinska Siroka
2804;SK0427523372;Zbince;Zbince;Zbince
2805;SK0427528137;Besa;Besa;Besa
2806;SK0427528277;Cicarovce;Cicarovce;Cicarovce
2807;SK0427528307;Cierne Pole;Cierne Pole;Cierne Pole
2808;SK0427528331;Drahnov;Drahnov;Drahnov
2809;SK0427528391;Izkovce;Izkovce;Izkovce
2810;SK0427528404;Kapusianske Klacany;Kapusianske Klacany;Kapusianske Klacany
2811;SK0427528463;Krisovska Lieskova;Krisovska Lieskova;Krisovska Lieskova
2812;SK0427528579;Matovske Vojkovce;Matovske Vojkovce;Matovske Vojkovce
2813;SK0427528633;Oborin;Oborin;Oborin
2814;SK0427528692;Ptruksa;Ptruksa;Ptruksa
2815;SK0427528714;Ruska;Ruska;Ruska
2816;SK0427543853;Velke Kapusany;Velke Kapusany;Velke Kapusany
2817;SK0427543870;Velke Raskovce;Velke Raskovce;Velke Raskovce
2818;SK0427543888;Velke Slemence;Velke Slemence;Velke Slemence
2819;SK0427543942;Vojany;Vojany;Vojany
2820;SK0428514578;Bretka;Bretka;Bretka
2821;SK0428514748;Gemerska Panica;Gemerska Panica;Gemerska Panica
2822;SK0428525529;Roznava;Roznava;Roznava
2823;SK0428525537;Ardovo;Ardovo;Ardovo
2824;SK0428525545;Betliar;Betliar;Betliar
2825;SK0428525553;Bohunovo;Bohunovo;Bohunovo
2826;SK0428525561;Borka;Borka;Borka
2827;SK0428525570;Brdarka;Brdarka;Brdarka
2828;SK0428525596;Cierna Lehota;Cierna Lehota;Cierna Lehota
2829;SK0428525600;Coltovo;Coltovo;Coltovo
2830;SK0428525618;Dedinky;Dedinky;Dedinky
2831;SK0428525626;Dlha Ves;Dlha Ves;Dlha Ves
2832;SK0428525634;Dobsina;Dobsina;Dobsina
2833;SK0428525642;Drnava;Drnava;Drnava
2834;SK0428525651;Gemerska Horka;Gemerska Horka;Gemerska Horka
2835;SK0428525669;Gemerska Poloma;Gemerska Poloma;Gemerska Poloma
2836;SK0428525693;Gocaltovo;Gocaltovo;Gocaltovo
2837;SK0428525707;Gocovo;Gocovo;Gocovo
2838;SK0428525715;Hankova;Hankova;Hankova
2839;SK0428525723;Henckovce;Henckovce;Henckovce
2840;SK0428525731;Honce;Honce;Honce
2841;SK0428525740;Hrhov;Hrhov;Hrhov
2842;SK0428525758;Hrusov;Hrusov;Hrusov
2843;SK0428525782;Jablonov nad Turnou;Jablonov nad Turnou;Jablonov nad Turnou
2844;SK0428525821;Kecovo;Kecovo;Kecovo
2845;SK0428525839;Kobeliarovo;Kobeliarovo;Kobeliarovo
2846;SK0428525847;Kocelovce;Kocelovce;Kocelovce
2847;SK0428525855;Kovacova;Kovacova;Kovacova
2848;SK0428525863;Krasnohorska Dlha Luka;Krasnohorska Dlha Luka;Krasnohorska Dlha Luka
2849;SK0428525871;Krasnohorske Podhradie;Krasnohorske Podhradie;Krasnohorske Podhradie
2850;SK0428525898;Kunova Teplica;Kunova Teplica;Kunova Teplica
2851;SK0428525910;Lipovnik;Lipovnik;Lipovnik
2852;SK0428525936;Lucka;Lucka;Lucka
2853;SK0428525952;Markuska;Markuska;Markuska
2854;SK0428525961;Meliata;Meliata;Meliata
2855;SK0428526045;Nizna Slana;Nizna Slana;Nizna Slana
2856;SK0428526053;Ochtina;Ochtina;Ochtina
2857;SK0428526061;Paca;Paca;Paca
2858;SK0428526070;Paskova;Paskova;Paskova
2859;SK0428526088;Petrovo;Petrovo;Petrovo
2860;SK0428526096;Plesivec;Plesivec;Plesivec
2861;SK0428526126;Rakovnica;Rakovnica;Rakovnica
2862;SK0428526134;Rejdova;Rejdova;Rejdova
2863;SK0428526177;Rochovce;Rochovce;Rochovce
2864;SK0428526185;Rostar;Rostar;Rostar
2865;SK0428526193;Rozlozna;Rozlozna;Rozlozna
2866;SK0428526207;Roznavske Bystre;Roznavske Bystre;Roznavske Bystre
2867;SK0428526215;Rudna;Rudna;Rudna
2868;SK0428526223;Silica;Silica;Silica
2869;SK0428526231;Silicka Brezova;Silicka Brezova;Silicka Brezova
2870;SK0428526240;Silicka Jablonica;Silicka Jablonica;Silicka Jablonica
2871;SK0428526266;Slavec;Slavec;Slavec
2872;SK0428526274;Slavoska;Slavoska;Slavoska
2873;SK0428526282;Slavosovce;Slavosovce;Slavosovce
2874;SK0428526291;Stratena;Stratena;Stratena
2875;SK0428526312;Stitnik;Stitnik;Stitnik
2876;SK0428526339;Vlachovo;Vlachovo;Vlachovo
2877;SK0428526347;Vysna Slana;Vysna Slana;Vysna Slana
2878;SK0428560022;Brzotin;Brzotin;Brzotin
2879;SK0428560031;Cucma;Cucma;Cucma
2880;SK0428560049;Jovice;Jovice;Jovice
2881;SK0428560065;Kruzna;Kruzna;Kruzna
2882;SK0429522309;Baskovce;Baskovce;Baskovce
2883;SK0429522317;Benatina;Benatina;Benatina
2884;SK0429522325;Bezovce;Bezovce;Bezovce
2885;SK0429522333;Blatna Polianka;Blatna Polianka;Blatna Polianka
2886;SK0429522341;Blatne Remety;Blatne Remety;Blatne Remety
2887;SK0429522350;Blatne Revistia;Blatne Revistia;Blatne Revistia
2888;SK0429522384;Bunkovce;Bunkovce;Bunkovce
2889;SK0429522422;Fekisovce;Fekisovce;Fekisovce
2890;SK0429522457;Hlivistia;Hlivistia;Hlivistia
2891;SK0429522473;Horna;Horna;Horna
2892;SK0429522490;Husak;Husak;Husak
2893;SK0429522503;Chonkovce;Chonkovce;Chonkovce
2894;SK0429522520;Inovce;Inovce;Inovce
2895;SK0429522538;Jasenov;Jasenov;Jasenov
2896;SK0429522554;Jenkovce;Jenkovce;Jenkovce
2897;SK0429522601;Kolibabovce;Kolibabovce;Kolibabovce
2898;SK0429522627;Konus;Konus;Konus
2899;SK0429522643;Koromla;Koromla;Koromla
2900;SK0429522660;Krcava;Krcava;Krcava
2901;SK0429522678;Kristy;Kristy;Kristy
2902;SK0429522716;Lekarovce;Lekarovce;Lekarovce
2903;SK0429522813;Nizna Rybnica;Nizna Rybnica;Nizna Rybnica
2904;SK0429522821;Nizne Nemecke;Nizne Nemecke;Nizne Nemecke
2905;SK0429522830;Orechova;Orechova;Orechova
2906;SK0429522856;Ostrov;Ostrov;Ostrov
2907;SK0429522899;Petrovce;Petrovce;Petrovce
2908;SK0429522911;Pinkovce;Pinkovce;Pinkovce
2909;SK0429522929;Podhorod;Podhorod;Podhorod
2910;SK0429522937;Porostov;Porostov;Porostov
2911;SK0429522953;Porubka;Porubka;Porubka
2912;SK0429522970;Priekopa;Priekopa;Priekopa
2913;SK0429523003;Remetske Hamre;Remetske Hamre;Remetske Hamre
2914;SK0429523011;Ruska Bystra;Ruska Bystra;Ruska Bystra
2915;SK0429523020;Ruskovce;Ruskovce;Ruskovce
2916;SK0429523038;Rusky Hrabovec;Rusky Hrabovec;Rusky Hrabovec
2917;SK0429523046;Sejkov;Sejkov;Sejkov
2918;SK0429523089;Sobrance;Sobrance;Sobrance
2919;SK0429523143;Svatus;Svatus;Svatus
2920;SK0429523160;Tasula;Tasula;Tasula
2921;SK0429523178;Tibava;Tibava;Tibava
2922;SK0429523224;Ubrez;Ubrez;Ubrez
2923;SK0429523232;Velke Revistia;Velke Revistia;Velke Revistia
2924;SK0429523267;Vojnatina;Vojnatina;Vojnatina
2925;SK0429523305;Vysna Rybnica;Vysna Rybnica;Vysna Rybnica
2926;SK0429523313;Vysne Nemecke;Vysne Nemecke;Vysne Nemecke
2927;SK0429523321;Vysne Remety;Vysne Remety;Vysne Remety
2928;SK0429523330;Zahor;Zahor;Zahor
